MESE,ANNO,TIPO SOGGETTO,TIPOLOGIA DI RETTIFICA,STATO DI LAVORAZIONE,TOTALE
9,2021,Residenti,GENERALITÀ: COGNOME,ACCOLTA,2
9,2021,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,11
9,2021,Residenti,GENERALITÀ: COGNOME,RESPINTA,3
9,2021,Residenti,GENERALITÀ: DATANASCITA,IN LAVORAZIONE,1
9,2021,Residenti,GENERALITÀ: LUOGONASCITA,IN LAVORAZIONE,4
9,2021,Residenti,GENERALITÀ: NOME,ACCOLTA,2
9,2021,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,11
9,2021,Residenti,GENERALITÀ: NOME,RESPINTA,1
9,2021,Residenti,GENERALITÀ: SESSO,IN LAVORAZIONE,7
9,2021,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,14
9,2021,Residenti,LEGAME PARENTELA,RESPINTA,1
9,2021,Residenti,RESIDENZA: CAP,IN LAVORAZIONE,1
9,2021,Residenti,RESIDENZA: COMUNE,IN LAVORAZIONE,3
9,2021,Residenti,RESIDENZA: PROVINCIA,IN LAVORAZIONE,1
9,2021,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,2
9,2021,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,1
9,2021,Residenti,UNIONE CIVILE: CONIUGENOME,IN LAVORAZIONE,1
9,2021,Residenti,UNIONE CIVILE: LUOGOEVENTO,IN LAVORAZIONE,1
10,2021,AIRE,GENERALITÀ: COGNOME,IN LAVORAZIONE,1
10,2021,AIRE,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,1
10,2021,Residenti,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,1
10,2021,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,9
10,2021,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,1
10,2021,Residenti,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,1
10,2021,Residenti,MATRIMONIO: LUOGOEVENTO,RESPINTA,1
11,2021,AIRE,GENERALITÀ: COGNOME,IN LAVORAZIONE,4
11,2021,AIRE,GENERALITÀ: NOME,IN LAVORAZIONE,1
11,2021,Residenti,ATTO DI NASCITA: SERIE,IN LAVORAZIONE,1
11,2021,Residenti,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,1
11,2021,Residenti,CARTA DI IDENTITÀ: NUMERO,RESPINTA,1
11,2021,Residenti,DIVORZIO: NUMEROSENTENZA,IN LAVORAZIONE,1
11,2021,Residenti,GENERALITÀ: CODICEFISCALE,IN LAVORAZIONE,1
11,2021,Residenti,GENERALITÀ: COGNOME,ACCOLTA,6
11,2021,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,33
11,2021,Residenti,GENERALITÀ: DATANASCITA,IN LAVORAZIONE,1
11,2021,Residenti,GENERALITÀ: LUOGONASCITA,IN LAVORAZIONE,1
11,2021,Residenti,GENERALITÀ: NOME,ACCOLTA,2
11,2021,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,11
11,2021,Residenti,GENERALITÀ: NOME,RESPINTA,2
11,2021,Residenti,GENERALITÀ: SESSO,IN LAVORAZIONE,2
11,2021,Residenti,LEGAME PARENTELA,ACCOLTA,2
11,2021,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,3
11,2021,Residenti,LEGAME PARENTELA,RESPINTA,2
11,2021,Residenti,MATRIMONIO: CONIUGECOGNOME,IN LAVORAZIONE,1
11,2021,Residenti,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,1
11,2021,Residenti,RESIDENZA: CAP,IN LAVORAZIONE,1
11,2021,Residenti,RESIDENZA: CIVICO,IN LAVORAZIONE,4
11,2021,Residenti,RESIDENZA: COMUNE,IN LAVORAZIONE,1
11,2021,Residenti,RESIDENZA: ESPONENTE1,IN LAVORAZIONE,1
11,2021,Residenti,RESIDENZA: SPECIE,IN LAVORAZIONE,1
11,2021,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,12
11,2021,Residenti,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,1
12,2021,Residenti,GENERALITÀ: COGNOME,ACCOLTA,3
12,2021,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,10
12,2021,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,3
12,2021,Residenti,GENERALITÀ: SESSO,ACCOLTA,1
12,2021,Residenti,GENERALITÀ: SESSO,IN LAVORAZIONE,1
12,2021,Residenti,LEGAME PARENTELA,IRRICEVIBILE,2
12,2021,Residenti,RESIDENZA: CAP,IRRICEVIBILE,1
12,2021,Residenti,RESIDENZA: COMUNE,IN LAVORAZIONE,2
12,2021,Residenti,RESIDENZA: PROVINCIA,IN LAVORAZIONE,1
12,2021,Residenti,RESIDENZA: SPECIE,IN LAVORAZIONE,2
12,2021,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,2
12,2021,Residenti,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,1
1,2022,AIRE,GENERALITÀ: COGNOME,IN LAVORAZIONE,2
1,2022,AIRE,GENERALITÀ: NOME,IN LAVORAZIONE,2
1,2022,AIRE,LEGAME PARENTELA,IN LAVORAZIONE,1
1,2022,AIRE,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,1
1,2022,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,6
1,2022,Residenti,GENERALITÀ: COGNOME,RESPINTA,1
1,2022,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,1
1,2022,Residenti,GENERALITÀ: SESSO,IN LAVORAZIONE,1
1,2022,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,1
1,2022,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,4
2,2022,AIRE,GENERALITÀ: COGNOME,RESPINTA,1
2,2022,AIRE,GENERALITÀ: NOME,RESPINTA,1
2,2022,Residenti,ATTO DI NASCITA: ANNO,IN LAVORAZIONE,1
2,2022,Residenti,ATTO DI NASCITA: PARTE,IN LAVORAZIONE,1
2,2022,Residenti,ATTO DI NASCITA: SERIE,IN LAVORAZIONE,1
2,2022,Residenti,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,1
2,2022,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,2
2,2022,Residenti,GENERALITÀ: COGNOME,RESPINTA,1
2,2022,Residenti,GENERALITÀ: DATANASCITA,IN LAVORAZIONE,1
2,2022,Residenti,GENERALITÀ: LUOGONASCITA,RESPINTA,1
2,2022,Residenti,GENERALITÀ: NOME,ACCOLTA,1
2,2022,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,3
2,2022,Residenti,LEGAME PARENTELA,ACCOLTA,1
2,2022,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,1
2,2022,Residenti,LEGAME PARENTELA,IRRICEVIBILE,1
2,2022,Residenti,MATRIMONIO: LUOGONASCITA,IN LAVORAZIONE,2
2,2022,Residenti,MATRIMONIO: LUOGONASCITA,IRRICEVIBILE,1
2,2022,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,IN LAVORAZIONE,1
2,2022,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,IN LAVORAZIONE,1
2,2022,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,IN LAVORAZIONE,1
2,2022,Residenti,RESIDENZA: COMUNE,RESPINTA,2
2,2022,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IRRICEVIBILE,1
2,2022,Residenti,RESIDENZA: SPECIE,IN LAVORAZIONE,1
2,2022,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,3
2,2022,Residenti,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,1
2,2022,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,1
3,2022,AIRE,GENERALITÀ: COGNOME,IN LAVORAZIONE,4
3,2022,AIRE,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,1
3,2022,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,4
3,2022,Residenti,GENERALITÀ: DATANASCITA,IN LAVORAZIONE,1
3,2022,Residenti,GENERALITÀ: NOME,ACCOLTA,2
3,2022,Residenti,LEGAME PARENTELA,RESPINTA,1
3,2022,Residenti,RESIDENZA: CAP,ACCOLTA,1
3,2022,Residenti,RESIDENZA: CIVICO,IN LAVORAZIONE,2
3,2022,Residenti,RESIDENZA: COMUNE,RESPINTA,1
3,2022,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,ACCOLTA,1
3,2022,Residenti,RESIDENZA: PROVINCIA,ACCOLTA,2
3,2022,Residenti,RESIDENZA: PROVINCIA,IN LAVORAZIONE,2
3,2022,Residenti,RESIDENZA: PROVINCIA,RESPINTA,1
3,2022,Residenti,RESIDENZA: SCALA,IN LAVORAZIONE,2
3,2022,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,1
3,2022,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,1
4,2022,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,RESPINTA,1
4,2022,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,1
4,2022,Residenti,GENERALITÀ: NOME,ACCOLTA,1
4,2022,Residenti,GENERALITÀ: SESSO,IN LAVORAZIONE,1
4,2022,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,1
4,2022,Residenti,RESIDENZA: PROVINCIA,IN LAVORAZIONE,1
4,2022,Residenti,RESIDENZA: PROVINCIA,RESPINTA,1
4,2022,Residenti,RESIDENZA: SPECIE,IN LAVORAZIONE,1
4,2022,Residenti,STATO CIVILE: STATOCIVILE,ACCOLTA,1
4,2022,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,3
5,2022,AIRE,GENERALITÀ: COGNOME,ACCOLTA,3
5,2022,AIRE,GENERALITÀ: COGNOME,IN LAVORAZIONE,7
5,2022,AIRE,GENERALITÀ: COGNOME,RESPINTA,2
5,2022,AIRE,GENERALITÀ: NOME,IN LAVORAZIONE,1
5,2022,Residenti,GENERALITÀ: COGNOME,ACCOLTA,16
5,2022,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,57
5,2022,Residenti,GENERALITÀ: COGNOME,IRRICEVIBILE,5
5,2022,Residenti,GENERALITÀ: COGNOME,RESPINTA,6
5,2022,Residenti,GENERALITÀ: DATANASCITA,RESPINTA,1
5,2022,Residenti,GENERALITÀ: LUOGONASCITA,ACCOLTA,1
5,2022,Residenti,GENERALITÀ: NOME,ACCOLTA,4
5,2022,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,5
5,2022,Residenti,GENERALITÀ: NOME,RESPINTA,2
5,2022,Residenti,GENERALITÀ: SESSO,IN LAVORAZIONE,1
5,2022,Residenti,GENERALITÀ: SESSO,RESPINTA,1
5,2022,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,1
5,2022,Residenti,RESIDENZA: COMUNE,ACCOLTA,1
5,2022,Residenti,RESIDENZA: COMUNE,IN LAVORAZIONE,1
5,2022,Residenti,RESIDENZA: PROVINCIA,ACCOLTA,1
5,2022,Residenti,STATO CIVILE: STATOCIVILE,ACCOLTA,5
5,2022,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,11
5,2022,Residenti,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,1
5,2022,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,3
6,2022,AIRE,GENERALITÀ: COGNOME,IN LAVORAZIONE,3
6,2022,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,IN LAVORAZIONE,1
6,2022,Residenti,GENERALITÀ: COGNOME,ACCOLTA,3
6,2022,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,11
6,2022,Residenti,GENERALITÀ: COGNOME,IRRICEVIBILE,1
6,2022,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,4
6,2022,Residenti,GENERALITÀ: SESSO,IN LAVORAZIONE,2
6,2022,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,2
6,2022,Residenti,MATRIMONIO: DATAEVENTO,IN LAVORAZIONE,1
6,2022,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,2
7,2022,AIRE,GENERALITÀ: COGNOME,IN LAVORAZIONE,4
7,2022,AIRE,GENERALITÀ: NOME,IN LAVORAZIONE,1
7,2022,AIRE,GENERALITÀ: SESSO,IN LAVORAZIONE,1
7,2022,AIRE,RESIDENZA: PROVINCIACONTEA,IN LAVORAZIONE,1
7,2022,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,IN LAVORAZIONE,2
7,2022,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,4
7,2022,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,1
7,2022,Residenti,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,1
7,2022,Residenti,DIVORZIO: TIPOCESSAZIONE,IN LAVORAZIONE,1
7,2022,Residenti,GENERALITÀ: CODICEFISCALE,IN LAVORAZIONE,3
7,2022,Residenti,GENERALITÀ: COGNOME,ACCOLTA,1
7,2022,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,38
7,2022,Residenti,GENERALITÀ: LUOGONASCITA,ACCOLTA,1
7,2022,Residenti,GENERALITÀ: LUOGONASCITA,IN LAVORAZIONE,2
7,2022,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,23
7,2022,Residenti,GENERALITÀ: SESSO,IN LAVORAZIONE,5
7,2022,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,2
7,2022,Residenti,RESIDENZA: SPECIE,IN LAVORAZIONE,1
7,2022,Residenti,STATO CIVILE: STATOCIVILE,ACCOLTA,1
7,2022,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,5
8,2022,AIRE,GENERALITÀ: COGNOME,IN LAVORAZIONE,1
8,2022,Residenti,ATTO DI NASCITA: ANNO,ACCOLTA,1
8,2022,Residenti,ATTO DI NASCITA: ANNO,IN LAVORAZIONE,6
8,2022,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,ACCOLTA,1
8,2022,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,IN LAVORAZIONE,6
8,2022,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,RESPINTA,1
8,2022,Residenti,ATTO DI NASCITA: PARTE,ACCOLTA,1
8,2022,Residenti,ATTO DI NASCITA: PARTE,IN LAVORAZIONE,5
8,2022,Residenti,ATTO DI NASCITA: SERIE,ACCOLTA,1
8,2022,Residenti,ATTO DI NASCITA: SERIE,IN LAVORAZIONE,5
8,2022,Residenti,ATTO DI NASCITA: SERIE,RESPINTA,1
8,2022,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,1
8,2022,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,16
8,2022,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,RESPINTA,1
8,2022,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,1
8,2022,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,4
8,2022,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,RESPINTA,1
8,2022,Residenti,CARTA DI IDENTITÀ: DATAANNULLAMENTO,ACCOLTA,1
8,2022,Residenti,CARTA DI IDENTITÀ: DATAANNULLAMENTO,IN LAVORAZIONE,3
8,2022,Residenti,CARTA DI IDENTITÀ: DATAANNULLAMENTO,RESPINTA,1
8,2022,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,1
8,2022,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,IN LAVORAZIONE,3
8,2022,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,1
8,2022,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,4
8,2022,Residenti,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,1
8,2022,Residenti,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,8
8,2022,Residenti,CARTA DI IDENTITÀ: NUMERO,RESPINTA,1
8,2022,Residenti,DIVORZIO: ANNO,ACCOLTA,1
8,2022,Residenti,DIVORZIO: ANNO,IN LAVORAZIONE,2
8,2022,Residenti,DIVORZIO: AUTORITA,ACCOLTA,1
8,2022,Residenti,DIVORZIO: AUTORITA,IN LAVORAZIONE,2
8,2022,Residenti,DIVORZIO: AUTORITA,RESPINTA,1
8,2022,Residenti,DIVORZIO: COMUNEREGISTRAZIONE,ACCOLTA,1
8,2022,Residenti,DIVORZIO: COMUNEREGISTRAZIONE,IN LAVORAZIONE,2
8,2022,Residenti,DIVORZIO: COMUNEREGISTRAZIONE,RESPINTA,1
8,2022,Residenti,DIVORZIO: DATAFORMAZIONEATTO,ACCOLTA,1
8,2022,Residenti,DIVORZIO: DATAFORMAZIONEATTO,IN LAVORAZIONE,2
8,2022,Residenti,DIVORZIO: DATAFORMAZIONEATTO,RESPINTA,1
8,2022,Residenti,DIVORZIO: DATASENTENZA,ACCOLTA,1
8,2022,Residenti,DIVORZIO: DATASENTENZA,IN LAVORAZIONE,2
8,2022,Residenti,DIVORZIO: DATASENTENZA,RESPINTA,1
8,2022,Residenti,DIVORZIO: NUMEROATTO,ACCOLTA,1
8,2022,Residenti,DIVORZIO: NUMEROATTO,IN LAVORAZIONE,2
8,2022,Residenti,DIVORZIO: NUMEROATTO,RESPINTA,1
8,2022,Residenti,DIVORZIO: NUMEROSENTENZA,ACCOLTA,1
8,2022,Residenti,DIVORZIO: NUMEROSENTENZA,IN LAVORAZIONE,2
8,2022,Residenti,DIVORZIO: NUMEROSENTENZA,RESPINTA,1
8,2022,Residenti,DIVORZIO: PARTE,ACCOLTA,1
8,2022,Residenti,DIVORZIO: PARTE,IN LAVORAZIONE,2
8,2022,Residenti,DIVORZIO: SERIE,ACCOLTA,1
8,2022,Residenti,DIVORZIO: SERIE,IN LAVORAZIONE,2
8,2022,Residenti,DIVORZIO: SERIE,RESPINTA,1
8,2022,Residenti,DIVORZIO: TIPOCESSAZIONE,ACCOLTA,1
8,2022,Residenti,DIVORZIO: TIPOCESSAZIONE,IN LAVORAZIONE,6
8,2022,Residenti,DIVORZIO: TIPOCESSAZIONE,RESPINTA,1
8,2022,Residenti,DIVORZIO: TIPOTRIBUNALE,ACCOLTA,1
8,2022,Residenti,DIVORZIO: TIPOTRIBUNALE,IN LAVORAZIONE,2
8,2022,Residenti,GENERALITÀ: CODICEFISCALE,ACCOLTA,1
8,2022,Residenti,GENERALITÀ: CODICEFISCALE,IN LAVORAZIONE,4
8,2022,Residenti,GENERALITÀ: CODICEFISCALE,RESPINTA,1
8,2022,Residenti,GENERALITÀ: COGNOME,ACCOLTA,1
8,2022,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,20
8,2022,Residenti,GENERALITÀ: COGNOME,RESPINTA,1
8,2022,Residenti,GENERALITÀ: DATANASCITA,ACCOLTA,1
8,2022,Residenti,GENERALITÀ: DATANASCITA,IN LAVORAZIONE,6
8,2022,Residenti,GENERALITÀ: DATANASCITA,RESPINTA,1
8,2022,Residenti,GENERALITÀ: LUOGONASCITA,ACCOLTA,1
8,2022,Residenti,GENERALITÀ: LUOGONASCITA,IN LAVORAZIONE,5
8,2022,Residenti,GENERALITÀ: LUOGONASCITA,RESPINTA,1
8,2022,Residenti,GENERALITÀ: NOME,ACCOLTA,1
8,2022,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,5
8,2022,Residenti,GENERALITÀ: NOME,RESPINTA,1
8,2022,Residenti,GENERALITÀ: SESSO,ACCOLTA,1
8,2022,Residenti,GENERALITÀ: SESSO,IN LAVORAZIONE,13
8,2022,Residenti,GENERALITÀ: SESSO,RESPINTA,1
8,2022,Residenti,LEGAME PARENTELA,ACCOLTA,3
8,2022,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,27
8,2022,Residenti,LEGAME PARENTELA,RESPINTA,2
8,2022,Residenti,MATRIMONIO: CODICEFISCALE,ACCOLTA,1
8,2022,Residenti,MATRIMONIO: CODICEFISCALE,IN LAVORAZIONE,2
8,2022,Residenti,MATRIMONIO: CODICEFISCALE,RESPINTA,1
8,2022,Residenti,MATRIMONIO: CONIUGECOGNOME,ACCOLTA,1
8,2022,Residenti,MATRIMONIO: CONIUGECOGNOME,IN LAVORAZIONE,3
8,2022,Residenti,MATRIMONIO: CONIUGECOGNOME,RESPINTA,1
8,2022,Residenti,MATRIMONIO: CONIUGENOME,ACCOLTA,1
8,2022,Residenti,MATRIMONIO: CONIUGENOME,IN LAVORAZIONE,2
8,2022,Residenti,MATRIMONIO: DATAEVENTO,ACCOLTA,1
8,2022,Residenti,MATRIMONIO: DATAEVENTO,IN LAVORAZIONE,2
8,2022,Residenti,MATRIMONIO: DATAEVENTO,RESPINTA,1
8,2022,Residenti,MATRIMONIO: DATANASCITA,ACCOLTA,1
8,2022,Residenti,MATRIMONIO: DATANASCITA,IN LAVORAZIONE,2
8,2022,Residenti,MATRIMONIO: LUOGOEVENTO,ACCOLTA,1
8,2022,Residenti,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,2
8,2022,Residenti,MATRIMONIO: LUOGOEVENTO,RESPINTA,1
8,2022,Residenti,MATRIMONIO: LUOGONASCITA,ACCOLTA,1
8,2022,Residenti,MATRIMONIO: LUOGONASCITA,IN LAVORAZIONE,2
8,2022,Residenti,MATRIMONIO: LUOGONASCITA,RESPINTA,1
8,2022,Residenti,RESIDENZA: CAP,ACCOLTA,1
8,2022,Residenti,RESIDENZA: CAP,IN LAVORAZIONE,4
8,2022,Residenti,RESIDENZA: CIVICO,ACCOLTA,1
8,2022,Residenti,RESIDENZA: CIVICO,IN LAVORAZIONE,3
8,2022,Residenti,RESIDENZA: CIVICO,RESPINTA,1
8,2022,Residenti,RESIDENZA: COMUNE,ACCOLTA,1
8,2022,Residenti,RESIDENZA: COMUNE,IN LAVORAZIONE,4
8,2022,Residenti,RESIDENZA: COMUNE,RESPINTA,1
8,2022,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,ACCOLTA,1
8,2022,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IN LAVORAZIONE,3
8,2022,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,RESPINTA,1
8,2022,Residenti,RESIDENZA: FRAZIONE,ACCOLTA,1
8,2022,Residenti,RESIDENZA: FRAZIONE,IN LAVORAZIONE,3
8,2022,Residenti,RESIDENZA: PROVINCIA,ACCOLTA,1
8,2022,Residenti,RESIDENZA: PROVINCIA,IN LAVORAZIONE,3
8,2022,Residenti,RESIDENZA: PROVINCIA,RESPINTA,1
8,2022,Residenti,RESIDENZA: SPECIE,ACCOLTA,1
8,2022,Residenti,RESIDENZA: SPECIE,IN LAVORAZIONE,3
8,2022,Residenti,RESIDENZA: SPECIE,RESPINTA,1
8,2022,Residenti,SCIOGLIMENTO UNIONE: ANNO,IN LAVORAZIONE,1
8,2022,Residenti,SCIOGLIMENTO UNIONE: AUTORITA,IN LAVORAZIONE,1
8,2022,Residenti,SCIOGLIMENTO UNIONE: COMUNEREGISTRAZIONE,IN LAVORAZIONE,1
8,2022,Residenti,SCIOGLIMENTO UNIONE: DATAEVENTO,IN LAVORAZIONE,1
8,2022,Residenti,SCIOGLIMENTO UNIONE: DATAFORMAZIONEATTO,IN LAVORAZIONE,1
8,2022,Residenti,SCIOGLIMENTO UNIONE: DATASENTENZA,IN LAVORAZIONE,1
8,2022,Residenti,SCIOGLIMENTO UNIONE: LUOGOEVENTO,IN LAVORAZIONE,1
8,2022,Residenti,SCIOGLIMENTO UNIONE: MOTIVOSCIOGLIMENTO,IN LAVORAZIONE,1
8,2022,Residenti,SCIOGLIMENTO UNIONE: NUMEROATTO,IN LAVORAZIONE,1
8,2022,Residenti,SCIOGLIMENTO UNIONE: NUMEROSENTENZA,IN LAVORAZIONE,1
8,2022,Residenti,SCIOGLIMENTO UNIONE: PARTE,IN LAVORAZIONE,1
8,2022,Residenti,SCIOGLIMENTO UNIONE: SERIE,IN LAVORAZIONE,1
8,2022,Residenti,SCIOGLIMENTO UNIONE: TIPOTRIBUNALE,IN LAVORAZIONE,1
8,2022,Residenti,STATO CIVILE: STATOCIVILE,ACCOLTA,1
8,2022,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,15
8,2022,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,1
8,2022,Residenti,UNIONE CIVILE: ANNO,IN LAVORAZIONE,1
8,2022,Residenti,UNIONE CIVILE: CODICEFISCALE,IN LAVORAZIONE,1
8,2022,Residenti,UNIONE CIVILE: COMUNEREGISTRAZIONE,IN LAVORAZIONE,1
8,2022,Residenti,UNIONE CIVILE: CONIUGECOGNOME,IN LAVORAZIONE,1
8,2022,Residenti,UNIONE CIVILE: CONIUGENOME,IN LAVORAZIONE,1
8,2022,Residenti,UNIONE CIVILE: DATAEVENTO,IN LAVORAZIONE,1
8,2022,Residenti,UNIONE CIVILE: DATAFORMAZIONEATTO,IN LAVORAZIONE,1
8,2022,Residenti,UNIONE CIVILE: DATANASCITA,IN LAVORAZIONE,1
8,2022,Residenti,UNIONE CIVILE: LUOGOEVENTO,IN LAVORAZIONE,1
8,2022,Residenti,UNIONE CIVILE: LUOGONASCITA,IN LAVORAZIONE,1
8,2022,Residenti,UNIONE CIVILE: NUMEROATTO,IN LAVORAZIONE,1
8,2022,Residenti,UNIONE CIVILE: PARTE,IN LAVORAZIONE,1
8,2022,Residenti,UNIONE CIVILE: SERIE,IN LAVORAZIONE,1
8,2022,Residenti,VEDOVANZA: DATAFORMAZIONEATTO,IN LAVORAZIONE,1
9,2022,AIRE,GENERALITÀ: COGNOME,IN LAVORAZIONE,1
9,2022,AIRE,GENERALITÀ: LUOGONASCITA,IN LAVORAZIONE,1
9,2022,AIRE,GENERALITÀ: SESSO,IN LAVORAZIONE,1
9,2022,AIRE,LEGAME PARENTELA,IN LAVORAZIONE,1
9,2022,AIRE,MATRIMONIO: CONIUGECOGNOME,IN LAVORAZIONE,1
9,2022,AIRE,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,1
9,2022,AIRE,RESIDENZA: PROVINCIACONTEA,IN LAVORAZIONE,1
9,2022,AIRE,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,3
9,2022,Residenti,ATTO DI NASCITA: ANNO,RESPINTA,1
9,2022,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,IN LAVORAZIONE,1
9,2022,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,RESPINTA,1
9,2022,Residenti,ATTO DI NASCITA: PARTE,RESPINTA,1
9,2022,Residenti,ATTO DI NASCITA: SERIE,IRRICEVIBILE,1
9,2022,Residenti,ATTO DI NASCITA: SERIE,RESPINTA,1
9,2022,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,RESPINTA,1
9,2022,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,RESPINTA,1
9,2022,Residenti,CARTA DI IDENTITÀ: DATAANNULLAMENTO,RESPINTA,1
9,2022,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,IRRICEVIBILE,1
9,2022,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,RESPINTA,2
9,2022,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,RESPINTA,1
9,2022,Residenti,CARTA DI IDENTITÀ: NUMERO,RESPINTA,1
9,2022,Residenti,GENERALITÀ: CODICEFISCALE,RESPINTA,1
